word,imageability,sd_rating,rt,sd_rt,n_raters
pride,2.8,1.9,1554.5,856.3,29
priest,6.3,1.7,1057.6,419.5,30
prim,2.1,1.5,1455.8,819.1,31
prime,3.1,2.4,1707.1,1015.8,30
primp,3.8,2.3,1612.6,832.9,29
prince,6.4,1.1,1289.5,630.7,30
print,5.3,2.1,1788.3,1173.1,31
prize,5.5,1.9,1226.9,485.3,30
pro,3.1,2.1,1559.7,1041.8,31
probe,4,2.1,1587.4,1011.4,30
prod,3.3,2.2,1426.8,816.3,31
prom,5.8,1.9,1195.6,565.3,30
prompt,2.5,1.9,1665.1,1007.6,29
prone,2.2,1.8,1540.1,1249.5,29
prong,4.4,2.2,1441.3,811.1,29
proof,3.1,2.1,1530.5,928.9,31
prop,4.2,2.6,1455.9,813.1,30
prose,2.1,1.4,1465.5,906,29
proud,2.9,2.3,1604.3,819.7,30
prove,2.4,1.8,1242.4,754.4,29
prow,2.6,2,1564.5,1029.2,31
prowl,4.5,2.2,1522.6,1241.8,29
prude,2.7,2,1230.6,608.9,31
prune,5.7,2.3,1203,534.6,31
pry,3.5,2.4,1243.4,633.5,29
psalm,4.3,2.5,1948.6,1218.3,29
pub,5.6,2,1379.1,756.1,29
puck,4.8,2.5,1417.7,583.6,31
puff,4.3,2.3,1328.3,878,30
pug,4.1,2.7,1561.4,704.6,30
puke,5.7,2.1,1178.4,432.7,30
pull,4.1,2.5,1299.3,721.1,28
pulp,4.6,2.4,1423.1,947.5,30
pulse,4.7,2.3,1726,1066.5,29
pump,4.8,2.3,1463.1,788.7,31
pun,2.6,2,1227.8,611.1,31
punch,5,2.1,1375,878.7,31
punk,4.3,2.4,1459.5,1041.4,29
punt,3.9,2.5,1217.6,582.8,26
pup,6,2,1070.7,433,30
pure,3.7,2.2,1487.5,1019.7,31
purge,3.6,2.1,1356.3,543.9,30
purr,4.6,2.3,1286,454.7,30
purse,6.5,1.2,1216.8,584.6,31
pus,3.8,2.5,1445.9,833.9,31
push,4.1,2,1563.5,770.7,31
put,2.2,1.7,1420.1,1121.2,29
putt,4,2.4,1670.7,949.6,29
pyre,2.4,1.9,1628.5,1165.9,29
quack,4.3,2.2,1638.2,741.7,30
quad,3.2,2.3,1842.8,1165.9,30
quail,5.7,2.1,1273.4,804.9,29
quaint,2.4,1.8,1745.4,1354.1,30
quake,4.9,2.1,1561,864,30
qualm,1.8,1.7,1276.2,594.7,31
quart,5,2,1613.4,1128.6,31
quartz,5,2.3,1490.8,795.8,31
quay,1.9,1.5,1309.5,855.4,30
queen,6.6,0.9,1197.7,570.9,29
queer,4,2.3,1784.8,738,29
quell,2,1.5,1436.3,864.3,30
quench,3.3,2.1,1632.7,1128.7,30
quest,4,2,1533.7,904.3,30
queue,1.5,1.1,1729.1,1113,30
quick,2.9,1.8,1486.6,647.8,29
quill,4.9,2.1,1365.9,683.8,29
quilt,6.7,0.8,1292.4,555,31
quip,1.8,1.5,1454.4,894,29
quirk,2.6,2,1648.2,1054.5,29
quit,2.9,2.1,1729.5,801.6,31
quite,2.5,2.1,1268,755.7,27
quiz,4.8,2.3,1466.8,592,29
quote,3.9,2.5,1199.5,498.4,31
race,5.1,2.1,1658.8,868.3,29
rack,5.3,2.1,1317.1,575,29
raft,6,1.4,1159.6,438.9,29
rag,6.3,1.5,1493.3,1110,30
rage,3.6,2.4,1325.4,726.7,29
raid,3.4,2.3,1692.4,1220.2,28
rail,5.6,2,1305.7,754.2,30
rain,6.3,1.6,1118.5,864.4,30
raise,4,2.4,1329.3,478.2,29
rake,6.2,1.4,1061,385.6,30
ram,5.3,2.1,1304,847,31
ramp,5.5,2.2,1382.9,683.5,31
ran,4.3,2.1,1579.6,943.8,29
ranch,5.8,2.1,1113.3,517.5,31
rang,3.4,2.2,1577.9,792.9,31
range,3.5,2.3,1592.7,837.4,30
rank,3.4,2.4,1515.4,932.1,29
rant,2.6,1.9,1505.3,967.4,31
rap,4.3,2.4,1770.9,1104.2,31
rape,4.8,2.2,1649.3,874.9,28
rapt,2.4,1.8,1340.3,1138.1,31
rare,2.5,1.9,1717.6,1489.4,28
rash,5.5,2,1433.2,1167.9,31
rasp,2.8,2,1328.6,759.7,31
rat,6.8,1,908.7,297,31
rate,2.6,1.8,1447.5,715.1,29
rave,3.9,2.3,1435.3,883.7,30
raw,4.3,2.3,1572.1,900.5,30
ray,4.3,2.4,1633.1,935.1,30
rays,4.2,2.2,1514.1,760.4,29
reach,4.3,2.2,1348.1,758.4,30
realm,2.7,2,1505.4,871.7,31
ream,2.2,1.8,1448.7,1308,31
reap,3,2.1,1413.3,775.2,30
rear,4.5,2.1,1569.4,971.9,31
red,6,2.1,1095.1,436.1,31
reed,3.9,2.3,1486.6,1039.7,29
reef,4.3,2.4,1631.7,1033.4,29
reek,3,2.3,1532.9,1074.4,31
reel,5,2.2,1645.7,1024.6,28
reign,2.8,2.1,1628.5,805.9,30
rein,3.7,2.4,1755.6,1434.1,30
rend,1.6,1,1440.3,848.3,29
rent,4,2.1,1508.6,872.4,26
rest,3.8,2.3,1476.3,798.5,31
retch,2.8,2,1434.7,764.2,31
rev,1.9,1.4,1574,924.2,29
rhyme,3.7,2.4,1451.9,1121.3,30
rib,6.5,1.2,1202.5,493.3,30
rice,6.8,0.8,1362.8,1333.1,31
rich,4.3,2.3,1359.6,668.6,31
rid,2.2,1.6,1628.4,1293.6,30
ride,4.6,2,1335.5,837.6,30
ridge,4.9,2,1385.1,692.1,29
rift,3.3,2.3,1579.1,960.8,31
rig,4,2.2,1883.1,1190.8,30
right,3.6,2.5,1609.4,1014.8,31
rile,1.7,1.3,1611.6,955.6,29
rim,4.7,2.3,1426.6,646.5,28
rind,3.4,2,1502.5,798.3,30
ring,6.2,1.6,1383,1130.6,29
rink,4.2,2.5,1717.2,1193.3,29
rinse,4,2.1,1569.8,1234.8,30
rip,4.7,2,1396.7,925.8,30
ripe,4.7,2.2,1282.4,644.2,31
rise,3.3,2.1,1386.7,979.3,31
risk,2.4,1.8,1507.8,741.1,30
rite,2.1,1.4,1458.1,829.3,31
roach,6.6,1.2,1045.5,392.5,30
road,6.6,0.9,966,329,31
roam,3.9,2.3,1197.5,535.6,31
roar,4.1,2.2,1433.1,1366.3,29
roast,5.7,1.8,1141.3,567.6,30
rob,4.2,2.1,1394.7,655.6,31
robe,5.9,2,1011.9,480.1,30
rock,6.4,1.4,1077.1,497.1,31
rod,5.9,1.7,1266.1,612.2,30
rode,3.7,2.2,1233.4,649.8,29
roe,2,1.6,1456.7,718.5,30
rogue,4,2.2,1571.2,907.5,31
role,3.4,2.2,1710.8,1244.9,30
roll,4.5,2.4,1157.1,494.6,29
romp,3.3,2.4,1315.8,930.2,29
roof,6.4,1.5,1161.2,705.1,31
rook,4,2.6,1452.9,780.8,29
room,5.6,2.1,1183.8,341.6,31
roost,4.4,2.3,1408.6,829.1,26
root,6,1.8,962.3,427.3,31
rope,6.6,1.3,1374.2,1139,29
rose,6.7,1.3,1078.1,862.9,28
rot,3.6,2.4,1394.5,824,30
rouge,3.9,2.3,1468.2,1238.8,30
rough,3.2,2.1,1535,883.5,30
round,5.4,2,1369,1001.7,30
rout,2.2,1.8,1258.9,579.9,28
route,4.7,2.4,1139.7,540.5,28
rove,2.5,1.9,1437.5,1073,31
rub,4.4,2.4,1159.2,703,31
rude,3,2,1361.2,845,31
rue,2.1,1.5,1242.9,722,30
rug,6.5,1.3,868.8,304.4,31
rule,3.5,2,1331.4,659.5,28
rum,5.4,2.2,1399.1,944.6,30
rump,4.7,2.2,1528.1,719.2,29
run,4.6,2.2,1425.9,976.2,31
rung,3.9,2.3,1602.5,1073.9,30
runt,3.8,2.6,1183.7,499.7,30
rush,3.9,2.1,1310.3,979.6,30
rust,5.3,2.1,1205.4,564.5,29
rut,4.1,2.4,1886.6,1496,29
rye,3.9,2.6,1345.1,529.2,28
sack,5.5,2.2,1163.3,559.7,30
sad,3.9,2.5,1462.6,1064.4,31
safe,4.1,2.3,1829.8,1230.3,31
sag,3.6,1.9,1611.4,899.5,29
sage,4.7,2.5,1254,522.1,30
said,2.1,1.9,1378,990.2,30
sail,6,1.4,1244,718.7,30
saint,5.5,1.8,1509.3,614.3,31
sake,2.3,1.7,1553.3,888.4,30
sale,3.8,2.3,1607.8,949.6,28
salt,6.2,1.7,1082.5,552.5,31
salve,2.6,1.9,1412.3,676.9,29
same,2.4,1.8,1376.8,894,30
sand,6.7,0.8,1225.9,788,30
sane,2.5,1.7,1535.9,960.9,30
sang,3.2,2.1,1337.7,709.5,30
sank,3.9,2,1587.7,1013.6,31
sap,4,2.5,1614.9,1093.5,30
sash,4.1,2.5,1517.2,662.4,31
sat,3.7,2.2,1476.8,724.5,29
sauce,5.7,2,1379.1,796.2,31
save,2.9,2.2,1326.4,682.3,30
saw,3.9,2.6,1400.3,1091.7,31
say,2.8,2.1,1502.6,1312.5,31
scab,5.7,2.1,1512.1,1132.5,30
scald,3.4,2.1,1604.6,1239.8,31
scale,4.8,2.2,1463.6,891.7,30
scalp,5.9,2,1193.1,426.2,29
scamp,2.6,2,1419.7,977.7,30
scan,3.7,2,1549.5,847.2,30
scant,2,1.4,1208.2,588.3,30
scar,6.2,1.5,1130.6,372.5,28
scarce,3,2.3,2028.4,1081.1,29
scare,3.8,2.1,1932,1286.9,30
scarf,6.5,1.4,1130.3,606.9,30
scene,3.8,2.3,1388.6,650.5,28
scent,3.8,2.3,1677.9,1179.6,29
scheme,2.7,2,1578.1,798,30
school,6.5,1.2,990.8,411.1,30
scoff,2.6,1.9,1318,515.2,29
scold,3.9,2.4,1258,871.9,31
scoop,4.7,2.3,1498.3,753.9,31
scope,4.8,2.1,1495.5,842.1,31
scorch,3.9,2.2,1921.3,1111.9,28
score,3.4,2.1,1689.9,1430.3,30
scorn,2.3,1.6,1605.4,1278.1,29
scotch,5.2,2.3,1578.1,869.1,30
scour,2.2,1.7,1638.8,921.2,27
scourge,1.6,1,1876.7,1521.6,27
scout,5.3,2.1,1321.9,715.3,27
scowl,3.7,2.3,1452.5,805.2,28
scrap,4.2,2.2,1767.3,1141,30
scrape,4.1,2.2,1340.5,434.6,30
scratch,4.7,2.2,1417.8,793.8,30
scrawl,2.5,1.7,1654.3,1108.2,30
scream,4.5,2.3,1261.3,522.8,29
screech,3.5,2.4,1406.4,722.8,31
screen,6.2,1.8,1355.9,639.3,30
screw,6,1.6,1240,629.5,29
scribe,3.5,2.2,1623.5,938,28
script,5.1,2.6,1372.6,912.4,29
scroll,4.6,2.3,1390.5,584.8,31
scrub,4.9,2.1,1347.9,651.5,29
scruff,3.3,2.1,1736.6,1232.3,31
scum,3.8,2.3,1458,1079.5,30
sea,6.4,1.6,941.1,259.2,31
seal,5.5,2.4,1238.6,724.8,30
seam,3.7,2.3,1501.8,905.9,30
sear,2.7,1.9,1697.7,1088.7,29
search,3.3,2,1608.7,846.6,29
seat,6.2,1.5,1109.7,451.1,30
sect,2.6,2.1,1512.8,887.2,30
see,3,2.2,1311.9,682.3,30
seed,6.4,1.5,1704.6,1410.4,31
seek,2.9,1.9,1486.1,860.5,29
seem,1.7,1.1,1138.4,687.8,30
seep,2.9,2,1482.1,1113.5,31
seize,3.7,2.3,1454.9,729.7,28
self,4.3,2.5,1659.6,1101.8,31
sell,3,1.9,1371.1,1268,31
send,3.4,2.1,1494.6,704.8,31
sense,2.8,1.6,1714.6,1235.5,30
sent,3.2,2,1536.4,736.4,29
serf,3.2,2,1858.9,1288.5,30
serve,3,2.2,1271.7,887.9,30
set,3.7,2.4,1658,903.8,29
sew,5.2,1.9,1637.2,712.1,29
sex,5.8,2,1382.8,687.9,31
shack,5.5,2.2,1485.9,935.3,31
shade,4.3,2.5,1471.3,1098.5,30
shaft,4.4,2.3,1418.3,648.1,31
shag,4.1,2.3,1397.6,663.1,29
shake,4.4,2,1809.7,1235.2,26
shale,3.1,2.2,1680.3,1189.6,30
shall,2,1.6,1260,615.5,30
sham,3,2.2,1359.4,786.3,30
shame,2.7,2,1461.1,1012.9,27
shank,2.9,2.1,1689,823.2,31
shape,4.2,2.5,1382,734,30
share,3.2,2.3,1539.3,1180.8,28
shark,6.8,0.8,1084,462.8,30
sharp,4.6,2.4,1435,1016.9,31
shave,5.6,2.1,1265.2,1134,31
shawl,5.3,2.2,1540.3,901.8,31
she,3.8,2.5,1415.5,696.2,30
shear,3.7,2.2,1806.5,1024,31
sheath,4,2.4,1495.6,867.9,30
sheathe,3.2,2.2,1403.4,996.9,30
sheave,2.2,1.6,1497.8,761.9,30
shed,6.1,1.6,1227.2,520.8,31
sheen,2,1.3,1448.6,743.7,29
sheep,6.8,0.7,985.5,395.1,31
sheer,3.5,2.1,1506.7,788.1,29
sheet,6.4,1.3,1006.5,324.3,29
sheik,2.6,2.2,1635.1,1052.9,30
shelf,6.5,0.9,1087.4,532.5,31
shell,6,1.9,1185.6,501.3,31
shelve,6,1.7,1493.2,934.3,30
shield,5.8,2,1147.2,846.2,30
shift,3.6,2.3,1423.3,707.5,29
shill,2,1.4,1239,508.7,30
shin,5.2,2.4,1488.9,728.8,31
shine,4.7,1.9,1664.9,989.4,30
ship,6.8,0.8,1049.1,686.8,31
shirk,2,1.8,1577.7,846.5,27
shirt,6.5,1.5,988.1,496.4,30
shoal,2.3,1.9,1562.9,978.1,31
shock,3.6,2.1,1740,957.6,31
shoe,6.5,1.5,1097.5,519.9,31
shone,2.5,1.7,1437.3,836.6,30
shook,3.8,2.1,1531.5,890.5,29
shoot,4.5,2.1,1255.3,511.6,30
shop,5.5,2.3,1109.4,530.2,31
shore,5.8,2.2,1116.4,376.5,31
short,4.5,2.3,1562,783.1,29
shot,4.9,2.1,1487.6,811.3,28
should,1.9,1.4,1412.2,871.9,31
shout,3.8,2.5,1418.4,1057.5,30
shove,4.3,2.3,1648.5,1254.2,31
show,4,2.4,1396.8,581.1,31
shrank,3.7,2.2,1720.4,1240.7,30
shred,4.9,2.3,1187.8,550.5,30
shrew,3.5,2.4,1484.8,916.3,28
shrewd,2.7,1.8,1502.8,996.8,31
shriek,3.2,2.4,1528.3,977.6,29
shrill,2.5,1.9,1259.5,513,30
shrimp,6.8,0.7,1014.9,483.2,30
shrine,5.1,2.1,1560.2,1065.5,29
shrink,4,2.4,1360.6,713.6,30
shroud,3,2.3,1339.9,900.6,28
shrub,6.3,1.4,1584,884.7,29
shrug,4.2,2.1,1280.9,836.8,30
shrunk,3.9,2.4,1618.5,874.7,31
shuck,3.6,2.3,1572.4,1015.5,29
shun,3,2,1586,1308,30
shunt,2.2,1.6,1638.3,1179.4,30
shush,2.5,1.9,1499.3,781,29
shut,3.9,2.2,1571.4,709.8,30
shy,2.9,2.1,1262.3,887.8,30
sick,4.1,2.2,1630.1,1020,31
side,3.8,2.3,1655.5,987.2,28
siege,3,2.2,1319.6,635.7,28
sieve,1.9,1.8,1335.1,830.6,30
sift,4,1.9,1475.8,693.4,30
sigh,3.6,2.3,1232.5,677.3,30
sight,3.2,2.3,1204.9,574.3,29
sign,6.2,1.4,1378.3,843.1,31
silk,5.9,1.8,1180.4,327.1,30
sill,2.9,2.1,1561,1026.8,30
silt,4,2.4,1507.6,699.6,29
sin,3,2.2,1767.8,1559,31
since,1.8,1.4,1481.7,850.8,30
sing,4.9,2,1199.5,486.2,30
singe,3.5,2.3,1408.7,769,29
sink,5.4,2.2,1397.8,836.8,31
sip,4.4,2.2,1693.9,1377.4,29
sir,3.8,2.2,1579.8,813.9,31
sire,3.1,2.1,1717.1,1061.6,29
sit,4.7,1.9,1570.3,1070.4,30
site,3.3,2.2,1758.9,1348.9,26
six,5.5,2.2,1346.8,656.4,30
size,3.8,2.4,1636.7,866.2,30
skate,5.9,1.8,1179.6,693.3,27
sketch,5.4,2,1339.7,508.7,30
skew,2.5,1.8,1451.3,861.8,31
ski,6,1.7,1361,715.1,31
skid,4.3,2.1,1702.5,1195.6,31
skill,2.8,2,1861.5,1320.1,31
skim,4,2.3,1666.2,1111.8,31
skimp,3,2,1491.5,876.9,29
skin,6.3,1.3,1152.4,651.3,31
skip,4.2,2.4,1464.7,1025.4,31
skirt,6.7,0.8,1081.3,416.4,31
skit,3.9,2.1,1693.7,827.5,29
skulk,2.2,1.9,1729.1,767.2,30
skull,6.5,1.2,949.2,259.7,31
skunk,6.5,1.5,1265.8,597.3,30
sky,6.5,1.1,1208.2,747.5,28
slab,4.2,2.5,1528.7,935.6,30
slack,3.1,2,1964.8,1058.2,26
slag,2.2,1.9,1470.9,742.1,31
slain,4,2.1,1131.8,518.5,29
slam,3.8,2.3,1344.3,1117,30
slang,3.1,2.2,1635.1,1265,29
slant,4,2.2,1653.2,834.4,30
slap,5,2.1,1226.7,489.2,31
slash,4.4,2.4,1405.3,686.1,31
slat,3,2.1,1559.6,698.7,29
slate,4.4,2.3,1312,658.2,31
slave,5.7,2,1473.5,963.9,28
slaw,4.3,2.5,1804.4,957.8,28
slay,3.8,2.5,1624,1120.4,29
sled,6.6,1,1197.4,663.5,31
sledge,3.3,2.3,1780.9,1243.5,31
sleek,3.5,2.1,1565.7,1041.3,31
sleep,5.5,2.1,1401,1047.8,29
sleet,4.3,2.4,1478,867.6,30
sleeve,6.5,1.1,1198.3,588,31
sleigh,6,1.9,1321.7,982.5,30
sleight,2.3,1.6,1594.3,1145.2,28
slept,4.5,2.1,1277.4,422.9,29
sleuth,3.7,2.4,1939.6,1265.8,30
slew,2.5,2.1,1421.4,843.1,30
slice,5.3,1.9,1578.6,1096.9,30
slick,4,2.1,1736.5,1063.7,28
slid,4.1,2.3,1492.1,824.2,31
slide,5.2,2.3,1505.4,879,31
slight,2.3,1.4,1385.8,688.5,29
slim,4.9,2.2,1455.1,949.3,31
slime,5.8,1.8,1339.2,716.8,29
sling,5,2.3,1340.9,661.9,31
slip,4.5,2.3,1772.1,1092.9,30
slit,4.3,2.1,1494.1,545.1,29
slop,3.9,2.3,1689.2,1048.6,30
slope,4.8,2.2,1285.5,607.1,31
slot,5.2,2,1572.3,772.9,27
sloth,4.1,2.5,1392.9,835.3,30
slouch,4.3,2.3,1617.6,1287.3,30
slow,3.4,2.1,1452.7,633,31
slug,5.7,2.2,1191.5,515.3,29
slum,4.2,2.1,1711.9,1604,31
slump,3.9,2.1,1507.5,897.4,30
slung,3.5,2.1,1356.8,735.1,29
slur,3,2.1,1536.6,988.8,31
slush,4.6,2,1647.8,906.9,30
slut,5.2,2.2,1528.3,702.1,29
sly,2.7,1.9,1520.1,1092.6,30
smack,4.6,2.1,1184.1,763.2,30
small,4.2,2.4,1398.5,1048.6,29
smart,3.1,2.3,1277.6,528.2,30
smash,4.8,2.1,1504.1,842,31
smear,3.5,2.2,1423.8,1213.7,28
smell,3.4,2.2,1252.8,540.4,31
smelt,3.2,2.1,1397.8,946.4,29
smile,6.5,1.3,1260.7,777.4,29
smirk,4.5,2.2,1517.7,737.8,29
smite,2.1,1.7,1539.4,940.9,30
smock,4.5,2.2,1633.9,650.4,31
smog,6,1.8,1220,653.9,31
smoke,6.4,1.3,1274,704.6,31
smooth,4,2.3,1415.5,650.5,31
smudge,4.8,2.1,1619.3,876.2,30
smug,3.4,2.4,1573.8,923.1,29
smut,2.8,2,1594.5,963.4,30
snack,5.6,1.7,1241.4,509,31
snag,4.5,2,1350.5,672.2,31
snail,6.5,1,1058.4,438.2,31
snake,6.5,1.3,954.1,326.4,31
snap,4.1,2.3,1458.4,761.7,31
snare,4.4,2.4,1574.2,993.9,31
snarl,4.2,1.8,1603.6,943.1,30
snatch,3.6,2.1,1596.2,1360.3,30
sneak,3.5,2,1487.1,853.8,30
sneer,3.1,2.2,1401,960.4,31
sneeze,5.6,1.8,1213.9,532.7,31
snide,2.3,1.6,1308.6,706.9,31
sniff,4.3,2.1,1463.3,586.5,30
snip,3.8,2.2,1198.6,501.7,29
snipe,3.3,2.3,1478.3,1053.1,29
snitch,3.4,2.4,1765.9,799.9,29
snob,4.5,2.3,1424.9,748.8,30
snoop,3.7,2.4,1536.6,1385.1,30
snooze,4.8,1.9,1264.8,551.9,31
snore,5,2.3,1314.4,1031.4,28
snort,4.5,2,1590.3,794.6,29
snout,5,2.2,1527.9,951,31
snub,2.4,2,1414.9,1025.9,30
snuff,4.3,2.5,1649.7,825.1,29
snug,3.9,2.1,1564.2,969.4,30
so,1.7,1.7,1171.5,692.3,30
soak,4,2.3,1667.1,999.5,31
soap,6.5,1.3,1091.4,618.9,31
soar,4.3,2.2,1515.9,1109.4,28
sob,4.6,2.1,1339.5,595.7,29
sock,6.7,0.7,1148.2,593.1,28
sod,4.2,2.4,1313.7,674.4,31
soft,4.1,2.2,1383.1,976.7,31
soil,5.9,2,980.4,320,31
sold,3.3,2,1612.7,984.2,31
sole,3.8,2.1,1645.5,1325.1,28
solve,2.7,1.7,1507.6,1067.4,30
some,2,1.5,1274.1,743.7,31
son,5.6,2.1,1471.5,763.6,29
song,4.3,2.3,1448.4,1142.2,29
soon,2.2,1.6,1208.7,650.1,31
soot,4.6,2.4,1366.1,533.7,31
soothe,3.7,2.3,1520.4,870.2,30
sop,2.2,1.5,1604.8,1141.4,30
sore,4.1,2.1,1531.8,1262.1,29
sort,3,2.2,1282.7,534.8,31
sough,1.6,0.9,1610.3,1250.7,28
sought,2,1.5,1330,789,31
soul,3.1,2.3,1618.9,1338.8,31
sound,3.5,2.1,1636.8,1309.1,29
soup,6.5,1.4,999,651.6,30
sour,3.6,2.3,1339.3,869.8,30
source,2.6,1.6,1418.9,916.1,30
south,4.6,2.4,1171.5,554,31
sow,4.6,2.5,1436.8,847.4,29
soy,3.9,2.1,1561.8,795.1,31
spa,6,1.8,1146.2,631.3,31
space,4.5,2.5,1500.8,919.7,30
spade,5.2,2.1,1873.7,1196.2,30
span,2.9,2.2,1570.7,1142.6,31
spank,5,1.9,1614.6,817,26
spar,2.7,2,1827.3,1430.2,30
spare,4.2,2.6,1499.3,832.7,29
spark,5.4,2.3,1523.4,881.4,30
sparse,2.7,2,1357.2,612.5,31
spat,3.7,2.3,1278.6,533.8,30
spawn,3.5,2.3,1519.4,704.6,30
speak,3.8,2.3,1441.9,851.3,30
spear,5.9,1.9,1226.6,574.9,30
speck,3.9,2.3,1517.8,900.8,28
sped,3.7,2.1,1558.1,797.5,31
speech,4.1,2.3,1519.6,975.9,30
speed,3.3,2.2,1690.6,884.8,29
spell,2.9,1.9,1725.7,1040,29
spend,3,2,1692,1162.5,29
spent,3.3,2.2,1422.4,758.3,30
sperm,6,2,1492.8,901.3,31
spew,3.8,2.2,1362.9,653.1,28
sphere,5.8,2,1207.2,589.2,30
sphinx,5.4,2.4,1422.3,758,30
spice,5.4,2.2,1495.2,780.7,30
spike,5.9,1.8,1315.4,550.9,29
spill,4.2,2.3,1343.9,620.9,30
spin,4.5,2.2,1842.1,1143.7,30
spine,6,1.7,1243.3,629,30
spire,2.7,2.1,1674.8,1107.1,31
spit,5.2,2.3,1398.4,708.7,30
spite,3.2,2.5,1444.2,1183.2,31
splash,5.1,2,1575.5,1217.2,31
splay,2,1.7,1291,789.9,31
spleen,5.5,2,1368.2,567.6,30
splice,3.5,2.6,1498.5,936.5,30
splint,4.7,2.2,1393.2,659.7,28
split,4.3,2,1788.3,1270.7,26
splotch,2.9,1.9,1534,706.2,29
splurge,3.2,2.1,1673,1132.7,31
spoil,3.6,2.2,1397.4,626.9,29
spoke,4.1,2.2,1597.7,1103.4,30
sponge,5.9,2.1,1319.4,679.1,30
spoof,2.2,1.7,1562.1,896.5,28
spook,3.6,2.3,1513.3,708.4,31
spool,5.5,1.8,1677.1,1109.1,30
spoon,6.3,1.7,1143.5,693.2,30
spore,3.8,2.6,1203.8,565,31
sport,5,2.2,1449.8,872.3,29
spot,5.2,2.1,1304,589.1,31
spout,5,2.2,1674.4,878.8,29
sprain,4.5,2.3,1384.5,755.3,31
sprang,3.1,2,1385.9,853,29
sprawl,3.6,2.3,1444,749,30
spray,5,2,1634.9,1127.8,29
spread,4,2.2,1508,583.3,29
spree,3.4,2.5,1700.2,1249.6,30
sprig,2.9,2.1,1495.1,898.3,29
spring,5.9,1.8,1566.5,895,31
sprint,4.7,2.2,1390.8,654.3,29
sprite,5.5,2.3,1431,1080.6,28
sprout,4.7,2.1,1684.5,1131.2,29
spruce,4.8,2.1,1673.6,1155.5,31
sprung,3.4,2.2,1629.9,1114.6,30
spry,2,1.8,1419.8,1124.5,30
spud,5,2.4,1436.3,734.1,31
spun,3.4,2.2,1589.1,945.8,29
spunk,2.8,2,1701.5,1101.2,31
spur,5.3,2.1,1326.5,782.6,28
spurn,2,1.5,1662.7,931,28
spurt,3.3,2.3,1444.5,1044.6,28
spy,4.3,2.1,1332.8,974.8,30
squad,4.4,1.9,1499.1,775.1,30
squall,4,2.4,1487.9,748.2,31
square,6.4,1.4,1250.6,574.6,28
squash,5.3,2.3,1354.7,444.4,30
squat,4.5,2.3,1267.3,581.7,29
squaw,3.9,2.4,1384.9,709.6,30
squawk,3.6,2.2,1755.4,827.6,30
squeak,4.3,2.3,1416.7,708.2,30
squeal,3.1,2.1,1413.6,883.6,29
squeeze,4.3,2.3,1064.2,383,27
squelch,2.3,1.7,1514,1083.8,31
squid,6.4,1.3,1438.6,662.9,30
squint,5.1,2.3,1267.1,609.6,31
squire,3.9,2.6,1557.8,895.4,27
squirm,4.7,2.2,1506.2,835.1,31
squirt,4.8,2.1,1396.8,858.8,31
stab,5.2,2.1,1182.3,625.1,30
stack,4.2,2.3,1562.3,1110.6,28
staff,4.6,2.4,1319.1,833.6,30
stag,5,2.2,1556.7,923.3,31
