word,imageability,sd_rating,rt,sd_rt,n_raters
stage,6.1,1.8,1256.4,625,30
stain,5.5,1.9,1309,891.4,29
stair,6.1,1.9,1458.4,980,28
stake,5.4,2.4,1425.4,952.5,31
stale,3.3,2.3,1534.2,1001,31
stalk,4.5,2.3,1421.2,725.7,30
stall,4.8,2.3,1636,1175.6,29
stamp,6.1,2,1184.1,549.3,29
stance,3.4,2.3,1816.9,1384,31
stanch,1.9,1.5,1559.4,1115.1,29
stand,5,2.4,1316.2,638.2,29
stank,2.8,2.1,1473.9,754.4,30
star,6.8,0.9,1094.2,545.5,31
starch,4.1,2.3,1533.9,751.9,30
stare,4.5,2.1,1653.4,1120.2,31
stark,2.8,2,1506.9,904,30
start,2.9,2.1,1606.7,1198.1,31
starve,3.8,2.1,1575.7,953.4,31
state,4.9,2.4,1457,706.6,30
staunch,1.7,1,1720.8,1283.8,31
stay,2.6,2,1394,858.4,30
stead,3,2.3,1243.7,753.8,31
steak,6.5,1.7,1075.4,405.6,30
steal,3.8,2.1,1311.5,716.3,29
stealth,2.8,1.9,1707.6,984.3,29
steam,5.6,1.8,1443.7,1227.1,31
steed,4.2,2.6,1447.6,777.7,30
steel,5.8,1.9,1319.4,760.1,30
steep,4.2,2.4,1445.3,853,31
steer,5,2.1,1744.2,1224.4,30
stein,2.1,1.7,1417.3,1103,29
stem,6.2,1.2,1394.1,616.2,30
stench,3.3,2.3,1301.3,652,31
step,5.7,1.8,1436.4,807.8,30
steppe,2.4,2.1,1474.8,946.6,28
stern,3.6,2.4,1258.3,675.5,28
stew,5.7,1.7,1428.8,842.6,29
stick,5.9,1.9,1127.4,511.6,30
stiff,3.7,2.4,1257.4,579.6,30
stile,2,1.5,1510.5,987.4,31
still,2.8,2.4,1289.6,809,28
stilt,4.3,2.5,1703.7,1136.1,30
sting,5,2.1,1279.5,500.2,30
stink,3.9,2.1,1574,839,30
stint,2.4,1.9,1509.7,798.5,31
stir,4.5,2.2,1729.3,827.6,30
stitch,5.3,2.1,1422.1,531,29
stock,3.8,2.4,1541.1,1042.2,29
stoke,2.8,1.9,1554.1,992.3,30
stole,3.6,2.2,1451.4,708.2,31
stone,6.6,0.9,1098.3,467.5,30
stood,4.3,2.2,1563.4,983.2,30
stooge,4.1,2.2,1507.4,660.9,30
stool,6.1,1.9,1094.3,512.7,29
stoop,3.9,2.3,1518.3,1003,30
stop,4.5,2.5,1372.6,727.6,29
store,5.8,1.9,1248.7,620.9,30
stork,5.7,2.2,1125,522,31
storm,6.2,1.5,1121.3,491.7,30
stout,3.6,2.2,1652.2,673.5,26
stove,6.9,0.7,1163,497.7,30
stow,2.3,1.7,1495.4,1097.2,29
straight,4.1,2.4,1678.2,963.8,31
strain,3.7,2.4,1452.9,838.2,30
strand,4.7,2.4,1624,944.3,30
strange,2.7,1.6,1474.7,919,29
strap,5.5,2.1,1360.2,818.8,27
straw,6.5,1.4,1331.7,691.1,30
stray,4,2.6,1794.7,1034.3,28
streak,4.2,2.2,1558.2,994.7,28
stream,6.4,1.3,1128.3,449.7,28
street,6.3,1.5,1091.6,638.5,28
strength,3.4,2.1,1433.4,498,28
stress,3.4,2.4,1644.1,1434.4,31
stretch,4.5,2.1,1654.8,957,31
strict,2.7,2,1655.3,1106.5,30
stride,4.2,2.2,1148.6,584.8,30
strife,2.7,2,1604.4,930.5,29
strike,4.6,2.1,1412.8,729.9,31
string,6.2,1.7,1293.6,717.9,31
strip,4.8,2.2,1545.9,729.2,30
stripe,6,2,1502.9,863.6,31
strive,3.1,2.3,1463.4,811.3,28
strode,2.8,1.8,1502.6,728.5,30
stroke,4.5,2.2,1432.7,651,28
stroll,4.5,2.1,1433.1,713.2,30
strong,4,2.1,1435.3,998.6,28
strove,2.6,2.1,1419.4,770.5,30
struck,3.8,2.3,1244.5,732.1,30
strum,3.5,2.4,1480.2,1037.8,31
strung,2.8,1.8,1756.5,1001.4,28
strut,4,2.2,1398.4,594.8,29
stub,4.5,2.4,1525.9,844.5,31
stuck,3.2,2.2,1631.2,1200.8,28
stud,4.9,2.2,1304.4,608.2,31
stuff,3.6,2.2,1379.5,686.8,29
stump,5.8,2,1434.2,1006.2,30
stun,3.1,2.2,1463.1,929.4,30
stung,4.4,2.1,1714,1065.6,28
stunt,3.7,2.3,1705.2,1465.6,31
sty,2.5,2.1,1425.3,707.6,29
style,3.3,2.3,1638.6,1314,29
suave,2.9,2.2,1441.5,577.2,31
such,1.7,1.6,1331.6,897.3,31
suck,4.4,2.2,1620.2,811,29
suds,5.8,2,1408.2,555.7,29
sue,3.6,2.4,1797.1,1018.1,30
suede,5.2,2.5,1582.1,930.9,30
suit,5.5,2.4,1302.1,1053.5,31
suite,5.2,2.3,1457.3,755.2,30
sulk,3.1,2.1,1391.1,808.4,30
sum,3.4,2.1,1221.9,595.2,29
sun,6.9,0.5,977.5,355.8,31
sung,3.3,1.9,1724.8,783.1,30
sunk,3.5,2.3,1629,1026.7,29
sup,1.7,1.3,1482.8,833.1,29
sure,2.2,1.7,1563.7,1076,31
surf,6.1,1,1377.5,671.2,28
surge,3.3,2.4,1716.7,1484.6,31
swab,5.2,2.1,1578.2,825.4,31
swag,3,2.1,1489.4,690.8,30
swam,4.4,2.3,1476.7,928.1,28
swamp,6,1.9,1371.1,674.8,31
swan,6.3,1.8,1186.1,557.5,30
swank,2.4,1.8,1527.9,838.6,29
swap,2.9,1.9,1584.4,775.9,31
swarm,4.8,2,1318,532.6,30
swash,2.3,1.5,1828.1,1203.4,30
swat,4.5,2.2,1530.9,921.1,31
swath,2,1.6,1380,636.2,26
swathe,1.8,1.6,1301.1,901.6,29
sway,3.8,2.2,1562.4,1112.8,30
swear,3,2.1,1244.7,579.9,30
sweat,5.8,1.9,1474.7,733.2,29
sweep,5,1.9,1596.3,948.7,30
sweet,4,2.4,1265.3,689.1,31
swell,3.9,2.1,1678.8,924.7,29
swept,4.4,2.3,1549.9,1139.5,30
swerve,5,1.8,1476.9,800.7,30
swift,3.3,2.1,1489.7,921.8,30
swig,3.9,2.3,1580,665.8,31
swim,5.6,1.8,1334.2,782.5,27
swine,5,2.4,1277.3,556.5,31
swing,5.8,1.9,1358.3,804.5,30
swipe,3.6,2.3,1316.9,632.9,30
swirl,4.3,2.2,1350.1,686.8,31
swish,3.1,2.1,1651.1,1023.2,31
switch,4.3,2.5,1310.1,690,29
swoon,3.2,2,1392.4,620.3,30
swoop,3.5,2.3,1393.8,890.7,31
sword,6.8,0.7,1106.8,609.4,31
swore,3,2.2,1471.8,897.5,30
sworn,2.9,2,1921.9,1398.8,30
swum,2.6,2.2,1835.7,1352,30
swung,4.2,2.4,1345.9,695.1,30
sync,2.2,1.8,1465.8,687,30
tab,3.9,2.1,1649.6,1010.4,30
tack,5.3,2.3,1401.1,721.9,31
tact,2.4,2,1451.2,844.7,31
tag,4.5,2.3,1372.3,722.3,31
tail,6.5,1.2,1387.5,799.8,31
taint,3.1,2.1,1583.6,1368.4,31
take,2.8,2.3,1299.2,818,29
talc,3.1,2.4,1465.7,740.6,30
tale,3.6,2.4,1595.5,903.1,29
talk,4.7,2.4,1319.4,881.5,30
tall,5.1,2.1,1491.8,1098.5,31
tame,3.1,2.2,1518.9,841.3,31
tan,5.2,2.1,1340.7,799.8,29
tank,5.9,1.7,1253,800.8,31
tap,4.2,2.3,1144.9,513.7,31
tape,6.1,1.6,1328.1,1115.5,29
taps,3.9,2.2,1569.2,1039,30
tar,5.5,2.1,1302.4,743.6,29
tart,4.1,2.4,1777.8,1180.2,30
task,3.2,2.2,1464.9,1212,31
taste,4,1.9,1513.6,821.7,31
taught,3.4,2.4,1336.1,715.7,29
taunt,2.9,2,1380,1008.7,29
taut,2.3,1.6,1693.6,1318.4,31
tax,4.2,2.1,1640,1047,29
tea,6.4,1.3,981.3,547.9,30
teach,3.7,1.9,1451.1,795.3,31
teal,5.1,2.4,1482,812.8,29
team,5,2.2,1287.1,795.7,27
tear,5.7,1.7,1455,848.5,28
tease,3.8,2.3,1531.5,1077.2,31
tee,4.2,2.5,1690,1007.2,29
teem,1.7,1.2,1858.5,1450.7,29
teen,5.6,1.9,1489.3,1380.5,28
teeth,6.7,1.1,935.1,284.7,31
tell,2.5,2,1265.5,722.8,30
tempt,2.8,2,1399,655.9,29
ten,6.3,1.6,1349.5,686.1,30
tend,2.1,1.5,1678.9,1163.1,29
tense,2.6,1.9,1556.1,904.9,31
tent,6.6,1.2,1031,656.5,31
tenth,4.3,2.6,1502.9,899.6,31
term,3.3,2.1,1574.5,1001,29
test,5.3,2.3,1316,641.3,29
text,5.1,2.3,1275.2,480.1,31
than,1.6,0.9,1121.1,542.9,30
thank,2.7,1.9,1568.5,790,29
that,2,1.8,1300.6,1210.7,28
thaw,3.3,1.9,1836.3,1075,30
the,1.3,1,1148.7,804.7,30
theft,3.4,2.1,1379,826.2,30
their,1.9,1.5,1275,770.1,29
them,2.5,2,1194.9,679.9,30
theme,3.1,2.2,1514.2,957.6,30
then,1.5,1.2,1567.3,1568.5,30
thence,1.7,1.1,1350,693.9,26
these,1.6,1.2,1601.1,1178.4,30
they,2.3,2,1473.4,1191.7,30
thick,3.7,2.2,1559,955.8,29
thief,5.3,2.1,1211.4,619.1,31
thieve,4.7,2.2,1994.3,1326.7,31
thigh,6.2,1.6,1247.1,527,31
thin,4.9,2.3,1434.3,784.3,30
thing,2.6,2.3,1478.1,817.4,31
think,2.6,1.9,1529.3,1281.1,30
third,4.3,2.4,1465.2,1020.2,29
thirst,3,2,1728.1,649.7,29
this,1.8,1.5,1201.6,977.2,31
thong,6.2,1.6,1161.9,374.6,30
thorn,6.4,1.4,1178.6,529.9,30
those,1.7,1.2,1217,800.7,29
though,2,1.7,1502.7,940.3,28
thought,3.1,2.1,1670.6,1196.2,28
thrash,3.1,1.9,1295.5,684.6,29
thread,6,1.5,1501.1,1169.5,31
threat,3.2,2.3,1577,979.3,31
three,5.3,2.5,1305.8,721.1,31
thresh,2.2,1.7,1648.4,1165.5,30
threw,4,2.4,1266.8,732.3,29
thrice,2.7,2.2,1565.1,814.8,30
thrift,3,2.1,1536.4,1126.1,28
thrill,3.3,2,1663.4,1069,31
thrive,2.9,2,1415.6,606.7,28
throat,6.4,1.6,1106.3,646.3,31
throb,3.9,2.1,1469.6,691.9,29
throne,6.1,1.8,1383.8,953.2,29
throng,2.4,1.8,1797,953.9,27
through,1.9,1.5,1625.7,943.1,31
throw,4.3,2.1,1447.2,681.5,29
thrown,3.6,2,1551.9,958.3,28
thrush,3.1,2.2,1425.1,758.1,30
thrust,4,2.3,1438.4,739.5,29
thud,3.3,2.3,1471.2,787,30
thug,4.9,2.3,1476,915.6,30
thumb,6.7,1,1105.6,478.3,30
thump,3.7,2.1,1631.2,1093.9,29
thus,1.6,1.5,1243.9,731.1,31
thwart,1.8,1.5,1368,772.7,30
thyme,2.1,1.5,1812.1,1314.8,31
tic,3.8,2.7,1528.1,1044.3,29
tick,5.8,1.9,1301.3,742,30
tide,5.3,2.1,1483.3,706.7,29
tie,6.4,1.6,1227.6,855.2,30
tier,3.1,2.2,1410.1,761,29
tight,4.3,2.2,1520.8,810.6,31
tights,6.1,1.4,1524.8,799.7,29
tile,5.3,2.2,1412.5,858.9,30
till,2.9,2.2,1606.6,1254.7,29
tilt,4.1,2.3,1518.9,1077,28
time,4.2,2.2,1620.7,1140.4,30
tin,5.9,1.8,1187.1,494.7,31
tinge,2,1.3,1504.9,1176.5,29
tint,4.6,2.2,1397,922,30
tip,4.2,2.2,1462,792.5,29
tire,6.2,1.9,1078.8,673.6,30
tit,5,2.4,1657.9,890.2,30
to,1.4,1.3,1192.8,1089.7,31
toad,6.8,0.7,994,482.8,31
toast,6.5,1.2,1010.4,591,30
toe,6.7,1.2,930.3,343.8,31
toil,2.9,1.8,1551.9,1218.7,31
told,2.4,1.8,1463.5,1067.3,31
toll,3.9,2.1,1526.7,876.4,30
tomb,6.4,1.5,1183.6,720,31
ton,3.6,2.4,1588.1,932.4,29
tone,3,2.1,1247.8,556,29
tong,4.5,2.3,2019.5,1357.8,31
tongue,6.5,1.4,997.2,378.4,31
too,1.3,0.6,1476.1,1020.4,30
took,2.4,2,1320.9,733.3,30
tool,6,1.9,1157.4,373.9,30
toot,3.3,2.1,1661.9,906.7,30
tooth,6.8,0.7,1001.3,421.4,31
top,4.8,2.5,1411.5,991.7,30
torch,6.2,1.4,1423.6,1193.2,29
torn,4.8,2.3,1538.9,1019.1,31
tort,1.7,1.3,1563.8,1280.9,29
toss,4.4,1.9,1434.2,616.4,29
tot,3.2,2.3,1500.3,717.9,30
tote,4.2,2.6,1268.5,635.1,31
touch,4.2,2.4,1327.3,897.3,30
tough,3.8,2,1259,602.2,27
tour,3.9,2.5,1225.3,654.3,30
tow,4.3,2.4,1304.4,860,31
town,5.9,1.8,1105.7,408.5,30
toy,6.8,0.8,1019.1,393.8,29
trace,3.6,2.3,1779.6,1068.4,27
track,5.1,2.7,1031.1,457,28
tract,2.7,1.9,1622,999,30
trade,3,1.9,1895.2,1429.2,29
trail,5.6,2.2,1364,849.2,30
train,6.3,1.5,991.6,481.3,30
trait,2.9,2,1880.5,1264.8,29
tram,2.9,2,1450,792.4,29
tramp,4.9,2.3,1506.2,788.9,30
trance,4,2.3,1429.5,804.9,31
trap,4.4,2.3,1602.5,1434.6,30
trash,6.2,1.4,1219,611,30
tray,5.8,1.9,1477.3,941.5,30
tread,3.4,2.1,1716.4,1170.7,30
treat,4.6,2.4,1382.1,739.4,30
tree,6.8,1.1,1059,671.4,31
trek,2.9,2.1,1690.9,955.7,27
trench,4.9,2.2,1339.3,834.8,29
trend,3.1,2.2,1337.1,780.7,31
tribe,5.6,2.2,1268.1,733.1,30
trick,3.9,2.2,1461.6,629.2,29
trill,2,1.6,1689.4,1287.2,30
trim,4,2.2,1528.6,1047.8,30
trip,4.3,2.2,1419.2,770.9,29
tripe,1.7,1.1,1476.2,1096.4,30
trite,2.1,1.7,1505.6,869.1,31
trod,2.9,2,1496.6,958.1,31
troll,5.5,2.3,1322.2,687.5,30
troop,5.6,2.2,1170,568,29
trot,3.8,2.1,1332.9,637.7,31
trough,4.2,2.5,1745.3,886.9,30
trounce,2.2,1.8,1565.5,1249.1,30
troupe,2.8,2,1587.5,879.6,28
trout,6.3,1.6,1327.7,579.6,28
truce,2.3,1.6,1559.8,629,29
truck,6.9,0.6,1115.5,690.9,30
trudge,2.3,1.8,1487.8,1100.2,30
true ,2.5,1.8,1410.9,780.5,29
trump,2.9,2,1844,977.6,30
trunk,6,1.7,1189.6,563.4,30
trust,2.9,2.1,1768.1,1041.7,30
try,2,1.3,1526.8,980.7,30
tub,6.3,1.6,1284.6,787.5,31
tube,5.7,1.8,1341,752.7,30
tuck,4.1,2,1643,613.4,28
tug,4.3,2.2,1296,640.7,30
tune,3.5,2.1,1818,1116.7,27
turf,4.9,2.4,1336.5,612.7,30
turn,3.9,2,1701.8,1250.4,30
tusk,5.4,2.4,1476.6,775,30
twang,2.6,2.1,1507.9,843.9,30
tweed,3.6,2.1,1606.7,988.8,29
tweet,3,2.3,1484.5,753.7,30
twelfth,4.7,2.5,1642.2,1038.8,31
twelve,6,2.2,1159,487.5,30
twerp,3.3,2.2,1559.3,798.2,29
twice,2.9,2.3,1904.1,1198.1,28
twig,6.3,1.7,1265.7,974.2,29
twin,5.2,2.2,1210.3,617,30
twine,4.8,2.5,1563.7,816.3,30
twinge,2.8,2,1421.7,802.1,30
twirl,4.7,2.2,1808.7,1400.1,28
twist,4.7,2,1591.3,1358.3,28
twit,3,2.1,1519.9,1061,30
twitch,4.3,2.3,1461.8,759.1,30
two,4.8,2.6,1389.3,749.8,30
tyke,2.7,2.1,1380.2,791.5,30
type,4.8,2.3,1572.2,902,30
up,3.8,2.6,1323.4,651.6,31
urge,2.5,2,1444.4,814.8,30
urn,4.7,2.5,1567.8,954.5,29
us,2,1.7,1398.5,1127.8,29
vague,2.8,2.4,1469.1,894.5,31
vain,3.4,2.5,1606.8,950.3,30
vale,3.7,2.5,1575.6,978,30
valve,5,2.4,1359.2,725.4,29
vamp,3.1,2.4,1833.7,955.1,31
van,6.3,1.7,1021.5,512.7,30
vane,3.7,2.5,1838,1570.9,29
vase,6.2,1.4,1086.8,381.8,30
vast,3,2.1,1583.5,1203.9,30
vault,5.6,2,1199.6,379,29
veal,4.6,2.5,1332.2,590,30
veer,2.6,2,1664.9,1013.2,31
veil,5.3,2.5,1262.9,557.3,31
vein,5.8,1.9,1510.9,774.7,31
vend,3.2,2,1701.7,926.4,29
vent,5.4,2,1596.8,1226.9,31
verb,3,2.1,2023.8,1263.2,30
verge,2.6,1.9,1403.3,714.1,30
verse,3.8,2.4,1476.6,1121.3,30
versed,2.2,1.6,1807.2,1061.7,31
vest,6.2,1.7,1053.5,464.1,30
vet,6,1.6,1440,896.7,29
vex,1.7,1.1,1259.4,681.7,28
vice,2.9,2.1,1673.7,939.6,29
vie,1.5,1.1,1239.2,611,31
view,3.2,2.3,1411.2,826.8,30
vile,3.3,2.1,1686.3,1019,31
vine,6.7,0.7,1305.7,710.2,31
vise,2.5,2.1,1663.8,1019.9,29
vogue,2.3,1.7,1783.4,1304.7,30
voice,3.7,2.4,1327.8,645,28
void,3,2.2,1335.7,664.3,31
volt,3.8,2.2,1901,1088.4,27
vote,4.3,2.3,1262,495.4,30
vouch,2.3,1.8,1388.5,697.8,31
vow,3.3,2.1,1351.1,707.3,30
wad,4,2.3,1351.8,836.3,31
wade,4.5,2.2,1276.3,637.8,30
wag,5,2,1416.6,644.1,31
wage,3.6,2.3,1522.4,921.4,30
waif,2.6,2.1,1420.4,871.9,29
wail,2.7,1.8,1444.8,729.6,26
waist,6,1.4,1333.8,699.7,30
wait,2.6,2.1,1317.7,779.1,31
waive,2.8,2.1,1821.8,1189.1,27
wake,3.4,2.2,1314.4,867.1,28
wale,2.8,2.2,1956.8,1075.4,29
walk,5.2,2.2,1387,969.4,30
wall,6.2,1.5,1144.7,651.9,30
waltz,5.1,1.9,1478.4,1017.9,31
wand,5.6,2.3,1065.1,473.3,31
wane,2.2,1.9,1305.5,740.3,29
want,2.4,2.2,1212.8,825.4,30
war,5.4,2.1,1615.4,1472.3,30
ward,3,2.1,1381.2,683.5,31
ware,2.3,1.9,1543.4,1208.3,29
warm,3.5,2.3,1229.9,605,29
warn,3,2,1532.4,903.7,31
warp,3.4,2.3,1629,1095.6,31
wart,5.4,2.1,1261,743.6,31
was,1.4,0.7,1289.6,1014.7,30
wash,5.1,2.1,1312.2,558.7,31
wasp,6.5,1.6,1163,396.6,29
waste,3.8,2.7,1435.2,1104,31
watch,5.9,2,1234.7,856.3,30
watt,3.3,2.1,1954.3,1214.2,30
wave,5.5,2.1,1213.7,535.9,30
wax,5.6,2.2,1181.5,574.5,31
way,2.3,1.8,1333.5,605.5,30
we,2.3,1.8,1442.8,1074.6,29
weak,3.3,2.2,1388.5,889.5,28
wealth,4.3,2.3,1392.4,683.6,30
wean,2.8,2,1511.9,840.7,28
wear,3.3,2.1,1582.6,772.2,28
weave,5.1,2.2,1469.1,697.3,31
web,6,2,1072.8,456.6,31
wed,4.5,2.3,1598,1224.8,30
wedge,5.1,2,1493.8,612.5,31
wee,2,1.6,1717.1,996.3,31
weed,6.5,1.2,1395.8,1069.2,31
week,3.8,2.5,1624.6,947.6,29
weep,5,1.9,1438.5,866.1,31
weigh,3.5,1.9,1586.6,913.7,29
weird,3.5,2.4,1308.4,738.4,30
welch,2.2,1.7,1418.8,961.9,29
weld,4.2,2.5,1739.7,1437.4,31
well,3.3,2.6,1366.1,753,29
welsh,2.6,2,1499.8,795.8,30
welt,3.1,2.2,1417.2,846.9,30
wench,3.8,2.4,1587.9,818.9,30
went,1.6,1.1,1257.8,751.4,29
wept,4.6,2.3,1399.8,961.1,30
were,1.5,1,1251.1,708.5,31
west,4.5,2.3,1546.1,1132.9,28
wet,5.3,2.1,1254.4,541.2,27
whack,3.9,2.1,1214.5,501.8,29
whale,6.6,1.3,1123.6,772.7,31
wham,3.1,2.3,1325.6,757.1,31
wharf,2.6,2,1621.6,809.5,30
what,1.4,1.1,1239.1,772.8,29
wheat,6.5,1.2,1161.8,518.9,30
wheel,6.5,1.4,1053.5,611.4,31
wheeze,3.8,1.9,1849.1,1026.1,30
whelp,2.9,2.2,1461.5,890.9,30
when,1.7,1.4,1225.4,665.7,30
whence,2.1,1.9,1428.5,839.4,31
where,1.9,1.5,1327.3,985.9,30
whet,1.9,1.6,1398.3,908.1,31
whey,2.7,2.1,1397.3,682.5,28
which,1.6,1.4,1188.1,533.3,27
whiff,3,1.9,1410,973.8,30
while,2,1.7,1399,1208.3,30
whim,1.8,1.1,1399,795.7,31
whine,3.7,2.1,1836.7,1121.8,30
whip,5,2.3,1315.9,776.2,31
whirl,4.4,2.1,1316.6,501.2,30
whisk,3.9,2.3,1477.1,570.2,30
whit,2.7,1.9,1511.6,1106,29
white,6.5,1.4,1164.8,457.5,27
whiz,3,2.1,1643.4,828.7,27
who,1.5,1.1,1312.1,1052.7,28
whole,2.9,2.2,1607.6,1134.1,27
whom,2.1,2,1145.1,531,30
whoop,3.1,2.2,1320.4,712.5,28
whore,5.3,2.2,1723.1,1072.5,31
why,1.7,1.4,1396.7,1132.7,31
wick,5.4,2.1,1371,799.6,30
wide,4.1,2.2,1511,935.4,30
width,3.4,2.2,1645.6,711.9,26
wield,2.7,2.1,1747.3,1150.7,28
wife,5.7,2,1285.1,632.2,29
wig,6.5,1.5,1322.4,691.4,30
wild,4.1,2.2,1450.6,844.6,28
will,2.6,2.3,1347.5,931.8,29
wilt,4.1,2.3,1316.3,934.7,31
win,4,2.4,1555,1147.2,28
wince,3.4,2.3,1490.4,1043,29
winch,3.6,2.3,1567.7,1350.8,30
wind,4.7,2.1,1470.1,709.6,31
wine,6.2,1.6,1227.2,625.9,31
wing,6.1,1.9,1187.1,597.5,29
wink,5.4,2.2,1272.5,754,31
wipe,5,2.2,1443.3,778,31
wire,6,1.7,941.5,340.8,28
wise,2.9,2.2,1373,773.1,30
wish,3,2.3,1432.8,855.7,30
wisp,3,2.1,1340.6,638.3,30
wit,2.6,2,1325.1,797.7,30
witch,6.6,1.1,1255.4,838.4,30
with,1.6,1.1,1428.1,802.5,30
wives,6.1,1.5,1173.1,372.5,30
woe,2.5,2.1,1342.3,545.9,30
woke,3.4,2.4,1328.6,801.1,29
wolf,6.7,1.3,962.7,412.7,30
wolves,6.5,1.6,863.9,279.5,30
womb,5.7,1.9,1306.9,479,31
won,3.2,2.3,1502,1512,29
woo,2.1,1.8,1578.2,1137.9,30
wood,6.5,1.1,978.9,388.3,31
wool,5.8,1.9,1204,496.1,30
word,3.7,2.5,1408.3,691.9,30
work,3.9,2.3,1370.5,1122.4,29
world,6.5,1.1,1176.3,607.2,30
worm,6.6,1.2,972.3,332.9,29
worse,2.4,1.8,1387.4,1146.1,30
worst,2.2,1.6,1311.3,902.9,30
worth,2.3,1.5,1654.3,1101.3,30
would,1.6,1.3,1517.7,1341.9,30
wound,5.4,1.9,1864.7,913.2,31
wove,3.4,2.1,1559.3,980,29
wrack,2.4,1.7,1871.2,1314.2,31
wrap,4.6,2.4,1537.8,757,30
wrath,3.1,1.9,1511.8,765.6,31
wreak,3.7,2.4,1890.7,1272.4,31
wreath,5.4,2.2,1407.5,966.9,30
wreathe,4.3,2.6,1482.6,857.8,29
wreck,5.1,2.2,1314.3,680.9,31
wren,3.1,2.4,1510.7,853.7,30
wrench,5.2,2.3,1192.6,408.2,31
wretch,2.6,1.7,1753.1,766.4,28
wring,3.1,1.9,1640.4,1216.3,30
wrist,6.4,1.5,1052.6,536.4,31
writ,2.1,1.8,1486.8,971.7,31
write,4.8,2.4,1204.5,742.6,29
writhe,2.5,1.8,1691.4,1270.7,28
wrong,2.4,1.7,1352.4,691.6,30
wrote,3.6,2.4,1417,753.6,30
wroth,2.1,1.5,1470.5,888.9,30
wrought,2,1.8,1358.4,1085.7,31
wrung,3.2,2.4,1789,960,29
wry,1.6,1.1,1303.8,727.4,31
yacht,6.2,1.5,1744.3,1160.4,31
yak,3.8,2.6,1130.3,458.4,30
yam,4.8,2.5,1473.8,879.4,30
yank,4,2.4,1130.5,399.7,31
yap,3,2.3,1396.8,778.8,31
yard,6.2,1.8,1192.4,575.2,31
yarn,6.2,1.7,1104,386,31
yawn,5.2,2.2,1428,787.3,31
yea,2.2,1.5,1404.6,851,30
year,3.9,2.4,1386.8,677,30
yearn,2.9,1.9,1592.1,827.3,29
yeast,5.3,2.1,1262.8,635.5,30
yell,4.2,2.4,1288.6,535.1,31
yelp,3.4,2.3,1645.2,1088.9,30
yen,2.6,2.2,1361.1,939.8,30
yes,2.3,2,1323.6,613.2,31
yet,1.8,1.5,1105.7,601.2,31
yew,2.1,2,1563.5,1038.6,31
yield,4.1,2.3,1415.8,624.4,29
yoke,5.3,2.4,1456.6,905.7,31
yolk,5.2,2.1,1215.6,530.4,31
yore,1.5,0.9,1323.5,739.6,30
you,3.1,2.6,1514,855,31
young,4.3,2.1,1541.5,989.8,29
youth,4.9,2.1,1780.1,1263.7,28
yule,2.5,2,1603.5,809,31
zeal,2.1,1.7,1486.9,807.4,31
zest,3.2,2.5,1638.1,958.7,31
zinc,4.7,2.6,1627,813.7,31
zing,2.3,1.9,1128.3,814.6,30
zip,5.1,2.2,1318.8,679.4,29
zone,4.1,2.5,1227.5,871.1,31
zoo,6.8,0.6,966.5,329.5,30
zoom,3.5,2.3,1224.8,570.2,29